Participant ID: 5
Start time: 2025-11-13 13:26:00
End time: 2025-11-13 13:42:00

RR,ArtifactCorrectedRR,RawArtifact,ts
804.0,804,0,2025-11-13 13:26:00.000
766.0,766,0,2025-11-13 13:26:00.766
803.0,803,0,2025-11-13 13:26:01.569
325.0,765,3,2025-11-13 13:26:02.334
440.0,786,0,2025-11-13 13:26:03.120
786.0,780,0,2025-11-13 13:26:03.900
780.0,786,0,2025-11-13 13:26:04.686
786.0,810,0,2025-11-13 13:26:05.496
810.0,783,0,2025-11-13 13:26:06.279
783.0,780,0,2025-11-13 13:26:07.059
780.0,785,0,2025-11-13 13:26:07.844
785.0,809,0,2025-11-13 13:26:08.653
809.0,794,0,2025-11-13 13:26:09.447
794.0,766,2,2025-11-13 13:26:10.213
574.0,768,2,2025-11-13 13:26:10.981
501.0,771,2,2025-11-13 13:26:11.752
353.0,773,2,2025-11-13 13:26:12.525
939.0,775,2,2025-11-13 13:26:13.300
3044.0,778,2,2025-11-13 13:26:14.078
813.0,780,2,2025-11-13 13:26:14.858
757.0,813,0,2025-11-13 13:26:15.671
770.0,757,0,2025-11-13 13:26:16.428
835.0,770,0,2025-11-13 13:26:17.198
857.0,835,0,2025-11-13 13:26:18.033
817.0,857,0,2025-11-13 13:26:18.890
843.0,817,0,2025-11-13 13:26:19.707
873.0,843,0,2025-11-13 13:26:20.550
893.0,873,0,2025-11-13 13:26:21.423
840.0,893,0,2025-11-13 13:26:22.316
754.0,840,0,2025-11-13 13:26:23.156
751.0,754,0,2025-11-13 13:26:23.910
838.0,751,0,2025-11-13 13:26:24.661
908.0,838,0,2025-11-13 13:26:25.499
892.0,908,0,2025-11-13 13:26:26.407
887.0,892,0,2025-11-13 13:26:27.299
921.0,887,0,2025-11-13 13:26:28.186
806.0,921,0,2025-11-13 13:26:29.107
807.0,806,0,2025-11-13 13:26:29.913
817.0,807,0,2025-11-13 13:26:30.720
816.0,817,0,2025-11-13 13:26:31.537
811.0,816,0,2025-11-13 13:26:32.353
