Participant ID: 21
Start time: 2025-11-19 15:50:00
End time: 2025-11-19 16:03:00

RR,ArtifactCorrectedRR,RawArtifact,ts
706.0,706,0,2025-11-19 15:50:00.000
596.0,740,2,2025-11-19 15:50:00.740
716.0,747,2,2025-11-19 15:50:01.487
1637.0,754,2,2025-11-19 15:50:02.241
823.0,762,2,2025-11-19 15:50:03.003
749.0,769,2,2025-11-19 15:50:03.772
700.0,749,0,2025-11-19 15:50:04.521
711.0,700,0,2025-11-19 15:50:05.221
425.0,711,0,2025-11-19 15:50:05.932
275.0,700,3,2025-11-19 15:50:06.632
706.0,706,0,2025-11-19 15:50:07.338
752.0,752,0,2025-11-19 15:50:08.090
822.0,822,0,2025-11-19 15:50:08.912
820.0,820,0,2025-11-19 15:50:09.732
758.0,758,0,2025-11-19 15:50:10.490
779.0,779,0,2025-11-19 15:50:11.269
839.0,839,0,2025-11-19 15:50:12.108
860.0,860,0,2025-11-19 15:50:12.968
810.0,810,0,2025-11-19 15:50:13.778
787.0,787,0,2025-11-19 15:50:14.565
864.0,864,0,2025-11-19 15:50:15.429
801.0,801,0,2025-11-19 15:50:16.230
803.0,803,0,2025-11-19 15:50:17.033
823.0,823,0,2025-11-19 15:50:17.856
813.0,813,0,2025-11-19 15:50:18.669
874.0,874,0,2025-11-19 15:50:19.543
875.0,875,0,2025-11-19 15:50:20.418
834.0,834,0,2025-11-19 15:50:21.252
778.0,778,0,2025-11-19 15:50:22.030
809.0,809,0,2025-11-19 15:50:22.839
780.0,780,0,2025-11-19 15:50:23.619
791.0,791,0,2025-11-19 15:50:24.410
816.0,816,0,2025-11-19 15:50:25.226
831.0,831,0,2025-11-19 15:50:26.057
757.0,757,0,2025-11-19 15:50:26.814
725.0,725,0,2025-11-19 15:50:27.539
715.0,715,0,2025-11-19 15:50:28.254
763.0,763,0,2025-11-19 15:50:29.017
749.0,749,0,2025-11-19 15:50:29.766
750.0,750,0,2025-11-19 15:50:30.516
740.0,740,0,2025-11-19 15:50:31.256
761.0,761,0,2025-11-19 15:50:32.017
708.0,708,0,2025-11-19 15:50:32.725
726.0,726,0,2025-11-19 15:50:33.451
761.0,761,0,2025-11-19 15:50:34.212
787.0,787,0,2025-11-19 15:50:34.999
732.0,732,0,2025-11-19 15:50:35.731
745.0,745,0,2025-11-19 15:50:36.476
782.0,782,0,2025-11-19 15:50:37.258
782.0,782,0,2025-11-19 15:50:38.040
766.0,766,0,2025-11-19 15:50:38.806
810.0,810,0,2025-11-19 15:50:39.616
831.0,831,0,2025-11-19 15:50:40.447
808.0,808,0,2025-11-19 15:50:41.255
832.0,832,0,2025-11-19 15:50:42.087
787.0,787,0,2025-11-19 15:50:42.874
752.0,752,0,2025-11-19 15:50:43.626
805.0,805,0,2025-11-19 15:50:44.431
861.0,861,0,2025-11-19 15:50:45.292
857.0,857,0,2025-11-19 15:50:46.149
829.0,829,0,2025-11-19 15:50:46.978
831.0,831,0,2025-11-19 15:50:47.809
744.0,744,0,2025-11-19 15:50:48.553
732.0,732,0,2025-11-19 15:50:49.285
681.0,681,0,2025-11-19 15:50:49.966
668.0,668,0,2025-11-19 15:50:50.634
711.0,711,0,2025-11-19 15:50:51.345
690.0,690,0,2025-11-19 15:50:52.035
677.0,677,0,2025-11-19 15:50:52.712
857.0,644,2,2025-11-19 15:50:53.356
406.0,619,2,2025-11-19 15:50:53.975
603.0,603,0,2025-11-19 15:50:54.578
590.0,590,0,2025-11-19 15:50:55.168
575.0,575,0,2025-11-19 15:50:55.743
571.0,571,0,2025-11-19 15:50:56.314
582.0,582,0,2025-11-19 15:50:56.896
571.0,571,0,2025-11-19 15:50:57.467
576.0,576,0,2025-11-19 15:50:58.043
571.0,571,0,2025-11-19 15:50:58.614
563.0,563,0,2025-11-19 15:50:59.177
563.0,563,0,2025-11-19 15:50:59.740
570.0,570,0,2025-11-19 15:51:00.310
578.0,578,0,2025-11-19 15:51:00.888
609.0,609,0,2025-11-19 15:51:01.497
662.0,662,0,2025-11-19 15:51:02.159
627.0,627,0,2025-11-19 15:51:02.786
622.0,622,0,2025-11-19 15:51:03.408
658.0,658,0,2025-11-19 15:51:04.066
712.0,712,0,2025-11-19 15:51:04.778
704.0,704,0,2025-11-19 15:51:05.482
715.0,715,0,2025-11-19 15:51:06.197
783.0,783,0,2025-11-19 15:51:06.980
787.0,787,0,2025-11-19 15:51:07.767
713.0,713,0,2025-11-19 15:51:08.480
766.0,766,0,2025-11-19 15:51:09.246
822.0,822,0,2025-11-19 15:51:10.068
758.0,758,0,2025-11-19 15:51:10.826
743.0,743,0,2025-11-19 15:51:11.569
852.0,852,0,2025-11-19 15:51:12.421
983.0,983,0,2025-11-19 15:51:13.404
820.0,820,0,2025-11-19 15:51:14.224
834.0,834,0,2025-11-19 15:51:15.058
908.0,908,0,2025-11-19 15:51:15.966
955.0,955,0,2025-11-19 15:51:16.921
837.0,837,0,2025-11-19 15:51:17.758
840.0,840,0,2025-11-19 15:51:18.598
811.0,811,0,2025-11-19 15:51:19.409
758.0,758,0,2025-11-19 15:51:20.167
866.0,866,0,2025-11-19 15:51:21.033
950.0,950,0,2025-11-19 15:51:21.983
933.0,933,0,2025-11-19 15:51:22.916
852.0,852,0,2025-11-19 15:51:23.768
905.0,905,0,2025-11-19 15:51:24.673
853.0,853,0,2025-11-19 15:51:25.526
865.0,865,0,2025-11-19 15:51:26.391
985.0,985,0,2025-11-19 15:51:27.376
996.0,996,0,2025-11-19 15:51:28.372
933.0,933,0,2025-11-19 15:51:29.305
851.0,851,0,2025-11-19 15:51:30.156
904.0,904,0,2025-11-19 15:51:31.060
934.0,934,0,2025-11-19 15:51:31.994
841.0,841,0,2025-11-19 15:51:32.835
787.0,787,0,2025-11-19 15:51:33.622
884.0,884,0,2025-11-19 15:51:34.506
904.0,904,0,2025-11-19 15:51:35.410
792.0,792,0,2025-11-19 15:51:36.202
818.0,818,0,2025-11-19 15:51:37.020
918.0,918,0,2025-11-19 15:51:37.938
854.0,854,0,2025-11-19 15:51:38.792
792.0,792,0,2025-11-19 15:51:39.584
900.0,900,0,2025-11-19 15:51:40.484
920.0,920,0,2025-11-19 15:51:41.404
788.0,788,0,2025-11-19 15:51:42.192
798.0,798,0,2025-11-19 15:51:42.990
883.0,883,0,2025-11-19 15:51:43.873
849.0,849,0,2025-11-19 15:51:44.722
791.0,791,0,2025-11-19 15:51:45.513
882.0,882,0,2025-11-19 15:51:46.395
871.0,871,0,2025-11-19 15:51:47.266
803.0,803,0,2025-11-19 15:51:48.069
891.0,891,0,2025-11-19 15:51:48.960
930.0,930,0,2025-11-19 15:51:49.890
826.0,826,0,2025-11-19 15:51:50.716
867.0,867,0,2025-11-19 15:51:51.583
928.0,928,0,2025-11-19 15:51:52.511
829.0,829,0,2025-11-19 15:51:53.340
822.0,822,0,2025-11-19 15:51:54.162
